label,text
kaget,takut akan perubahan? tetapi apa yang bisa ada tanpa itu? apa yang lebih dekat dengan hati alam? bisakah kamu mandi air panas dan meninggalkan kayu bakar seperti itu? makan makanan tanpa mengubahnya? dapatkah proses penting terjadi tanpa sesuatu yang berubah? tidak bisa kamu lihat? itu sama saja dengan kamu - dan sama pentingnya bagi alam
takut,"marcus aurelius mengingatkan: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup — marcus aurelius, meditations — marcus aurelius"
jijik,itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan. pesan marcus aurelius.
takut,"kata-kata bijak marcus aurelius: marcus aurelius berkata: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup"
sedih,"kata marcus aurelius: biarkanlah setiap hal yang akan kamu lakukan, katakan, atau niatkan, seperti milik seorang yang akan mati — marcus aurelius"
takut,"marcus aurelius mengingatkan: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup. demikian pesan sang filsuf."
cape,lihatlah ke dalam dirimu; ada sumber kekuatan yang akan selalu muncul jika kamu terus melihat. pesan marcus aurelius.
sedih,"renungkan: jangan kembali ke filsafat sebagai pembimbing, tapi sebagai pasien mencari bantuan untuk mata yang sakit, atau perban untuk luka bakar, atau dari salep. dengan cara ini, kamu akan mematuhi alasan tanpa menampilkannya dan merasa nyaman dalam perawatannya. demikian pesan sang filsuf."
takut,"kata-kata bijak marcus aurelius: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup. pesan marcus aurelius."
sedih,"jangan kembali ke filsafat sebagai pembimbing, tapi sebagai pasien mencari bantuan untuk mata yang sakit, atau perban untuk luka bakar, atau dari salep — marcus aurelius"
kaget,hiduplah dengan bijak: takut akan perubahan? tetapi apa yang bisa ada tanpa itu? apa yang lebih dekat dengan hati alam? bisakah kamu mandi air panas dan meninggalkan kayu bakar seperti itu? makan makanan tanpa mengubahnya? dapatkah proses penting terjadi tanpa sesuatu yang berubah? tidak bisa kamu lihat? itu sama saja dengan kamu - dan sama pentingnya bagi alam
jijik,"kata marcus aurelius: jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh. itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan"
senang,"seperti kata marcus aurelius: jangan berlebihan dalam impian memiliki apa yang belum kamu miliki, tapi hitunglah berkah utama yang kamu miliki, dan kemudian dengan rasa syukur ingatlah bagaimana kamu akan merindukannya jika itu bukan milikmu. demikian pesan sang filsuf."
netral,jangan malu untuk membutuhkan bantuan. kamu memiliki tugas untuk dipenuhi seperti seorang prajurit di tembok pertempuran. jadi apa jika kamu terluka dan tidak bisa naik tanpa bantuan prajurit lain sebuah pelajaran berharga.. demikian pesan sang filsuf.
takut,"kata marcus aurelius: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup — marcus aurelius, meditations"
netral,"kata-kata bijak marcus aurelius: tanggung jawab kepemimpinan adalah bekerja dengan cerdas dengan apa yang diberikan, dan jangan membuang waktu memimpikan dunia orang-orang yang sempurna dan pilihan yang sempurna. demikian pesan sang filsuf."
takut,"bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup. itulah nasihat marcus aurelius. pesan marcus aurelius."
marah,"marcus aurelius berkata: apa yang dapat dilakukan orang jahat terhadapmu jika kamu terus menunjukkan kebaikan hati dan, jika diberi kesempatan, dengan lembut menunjukkan di mana mereka salah - tepat saat mereka mencoba menyakitimu"
jijik,"marcus aurelius berkata: seperti kata marcus aurelius: ini adalah tanda kesempurnaan karakter - menghabiskan setiap hari seolah-olah itu hari terakhirmu, tanpa kebingungan, kemalasan, atau pura-pura"
senang,"peringatan marcus aurelius: setiap kali kamu bangun di pagi hari, pikirkanlah betapa berharga hak istimewa untuk hidup - bernapas, berpikir, menikmati, mencintai"
jijik,"kebaikan hati adalah tak terkalahkan, tetapi hanya jika itu tulus, tanpa kepura-puraan atau pemalsuan. apa yang dapat dilakukan orang jahat terhadapmu jika kamu terus menunjukkan kebaikan hati dan, jika diberi kesempatan, dengan lembut menunjukkan di mana mereka salah - tepat saat mereka mencoba menyakitimu. itulah nasihat marcus aurelius. — marcus aurelius, meditations"
senang,"seperti kata marcus aurelius: bukan tanda kejantanan untuk menjadi marah. sebaliknya, kelembutan dan kesopanan lebih manusiawi, dan oleh karena itu lebih jantan. semakin seseorang mendekati pikiran yang tenang, semakin dekat dia dengan kekuatan"
cape,"kata marcus aurelius: [aku belajar] membaca dengan tekun"";"" tidak puas dengan pengetahuan yang ringan dan dangkal, dan tidak cepat setuju dengan hal-hal yang umum dibicarakan — marcus aurelius"
kaget,kata marcus aurelius: marcus aurelius mengingatkan: takut akan perubahan? tetapi apa yang bisa ada tanpa itu? apa yang lebih dekat dengan hati alam? bisakah kamu mandi air panas dan meninggalkan kayu bakar seperti itu? makan makanan tanpa mengubahnya? dapatkah proses penting terjadi tanpa sesuatu yang berubah? tidak bisa kamu lihat? itu sama saja dengan kamu - dan sama pentingnya bagi alam
marah,"seberapa banyak waktu yang dia dapatkan yang tidak memandang kemarahan dan ketidaksenangan tentang sesuatu, karena itu sama sekali tidak peduli. itulah nasihat marcus aurelius."
takut,"seperti kata marcus aurelius: seperti kata marcus aurelius: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup"
takut,"renungkan: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup. demikian pesan sang filsuf"
kaget,"marcus aurelius berkata: seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga. demikian pesan sang filsuf"
netral,"kata marcus aurelius: setiap organisme hidup mencapai kesempurnaan ketika mengikuti jalur yang benar untuk sifatnya sendiri — marcus aurelius, meditations"
kaget,"seperti kata marcus aurelius: seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga — marcus aurelius"
takut,"renungkan: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup — filsuf stoa"
sedih,"jangan kembali ke filsafat sebagai pembimbing, tapi sebagai pasien mencari bantuan untuk mata yang sakit, atau perban untuk luka bakar, atau dari salep. dengan cara ini, kamu akan mematuhi alasan tanpa menampilkannya dan merasa nyaman dalam perawatannya — filsuf stoa.. demikian pesan sang filsuf — marcus aurelius"
cape,"kamu memiliki kekuasaan atas pikiranmu - bukan atas kejadian di luar. sadarilah ini, dan kamu akan menemukan kekuatan — filsuf stoa. — marcus aurelius, meditations — marcus aurelius"
kaget,"seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga sebuah pelajaran berharga."
netral,"hiduplah dengan bijak: alam semesta adalah transformasi"";"" hidup kita adalah apa yang pikiran kita ciptakan — marcus aurelius, meditations"
takut,"seperti kata marcus aurelius: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup. pesan marcus aurelius"
marah,"setiap kali seseorang melakukan kesalahan terhadapmu, segera pertimbangkan apa pemikiran tentang yang baik atau jahat yang mereka miliki dalam melakukannya. pesan marcus aurelius. — marcus aurelius, meditations"
kaget,"seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga sebuah pelajaran berharga — marcus aurelius"
senang,"renungkan: lewati masa singkat ini dengan harmoni dengan alam, dan datanglah ke tempat peristirahatan terakhirmu dengan anggun, sama seperti zaitun yang matang bisa jatuh, memuji bumi yang memberinya makanan dan bersyukur kepada pohon yang memberinya pertumbuhan"
cape,"marcus aurelius mengingatkan: lihatlah ke dalam dirimu"";"" ada sumber kekuatan yang akan selalu muncul jika kamu terus melihat — marcus aurelius, meditations — marcus aurelius"
sedih,"marcus aurelius berkata: peringatan marcus aurelius: jangan kembali ke filsafat sebagai pembimbing, tapi sebagai pasien mencari bantuan untuk mata yang sakit, atau perban untuk luka bakar, atau dari salep. dengan cara ini, kamu akan mematuhi alasan tanpa menampilkannya dan merasa nyaman dalam perawatannya"
senang,"apa pun yang dilakukan atau dikatakan seseorang, bagi saya, saya terikat pada kebaikan. sama seperti zamrud atau emas atau ungu mungkin selalu mengumumkan: 'apa pun yang dilakukan atau dikatakan seseorang, saya harus menjadi diri saya sendiri dan menunjukkan warna sejatiku.'. pesan marcus aurelius."
marah,"hiduplah dengan bijak: setiap kali seseorang melakukan kesalahan terhadapmu, segera pertimbangkan apa pemikiran tentang yang baik atau jahat yang mereka miliki dalam melakukannya. karena ketika kamu melihat itu, kamu akan merasa kasihan, bukan heran atau marah"
cape,"renungkan: [aku belajar] membaca dengan tekun"";"" tidak puas dengan pengetahuan yang ringan dan dangkal, dan tidak cepat setuju dengan hal-hal yang umum dibicarakan — marcus aurelius, meditations — marcus aurelius"
marah,"dalam meditations, marcus aurelius menulis: setiap kali kamu akan menyalahkan seseorang, tanyakan pada dirimu sendiri pertanyaan berikut: kesalahan apakah yang paling mirip dengan apa yang akan saya kritik ini. demikian pesan sang filsuf."
netral,marcus aurelius berkata: biarkanlah saja
cape,"kata-kata bijak marcus aurelius: penting bagi anda untuk ingat bahwa perhatian yang anda berikan pada setiap tindakan harus sebanding dengan nilainya, karena itu tidak akan membuatmu lelah dan menyerah, jika kamu tidak sibuk dengan hal-hal yang lebih kecil daripada yang seharusnya diizinkan — marcus aurelius"
netral,kita hidup hanya sekarang — marcus aurelius. demikian pesan sang filsuf.
jijik,"jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh. itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan. itulah nasihat marcus aurelius — marcus aurelius"
jijik,itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan. pesan marcus aurelius — marcus aurelius
takut,"seperti kata marcus aurelius: marcus aurelius mengingatkan: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup"
kaget,"peringatan marcus aurelius: seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga"
cape,"seperti kata marcus aurelius: lihatlah ke dalam dirimu"";"" ada sumber kekuatan yang akan selalu muncul jika kamu terus melihat — marcus aurelius, meditations — marcus aurelius"
senang,"seperti kata marcus aurelius: jangan berlebihan dalam impian memiliki apa yang belum kamu miliki, tapi hitunglah berkah utama yang kamu miliki, dan kemudian dengan rasa syukur ingatlah bagaimana kamu akan merindukannya jika itu bukan milikmu"
jijik,"ini adalah tanda kesempurnaan karakter - menghabiskan setiap hari seolah-olah itu hari terakhirmu, tanpa kebingungan, kemalasan, atau pura-pura. pesan marcus aurelius."
netral,"timun itu pahit, maka buanglah! ada duri di jalan, maka hindarilah! cukuplah. mengapa memikirkan keberadaan sesuatu yang merepotkan. itulah nasihat marcus aurelius."
jijik,"kebaikan hati adalah tak terkalahkan, tetapi hanya jika itu tulus, tanpa kepura-puraan atau pemalsuan. apa yang dapat dilakukan orang jahat terhadapmu jika kamu terus menunjukkan kebaikan hati dan, jika diberi kesempatan, dengan lembut menunjukkan di mana mereka salah - tepat saat mereka mencoba menyakitimu sebuah pelajaran berharga."
takut,"bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup. demikian pesan sang filsuf. pesan marcus aurelius."
takut,"hiduplah dengan bijak: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup. pesan marcus aurelius"
sedih,"marcus aurelius berkata: seperti kata marcus aurelius: biarkanlah setiap hal yang akan kamu lakukan, katakan, atau niatkan, seperti milik seorang yang akan mati"
jijik,"kata marcus aurelius: jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh. itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan — marcus aurelius"
takut,"kata marcus aurelius: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup"
netral,"tidak ada tindakan sembarangan, tidak ada yang tidak didasarkan pada prinsip-prinsip mendasar sebuah pelajaran berharga."
jijik,"marcus aurelius berkata: itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan — marcus aurelius, meditations"
marah,"apa yang dapat dilakukan orang jahat terhadapmu jika kamu terus menunjukkan kebaikan hati dan, jika diberi kesempatan, dengan lembut menunjukkan di mana mereka salah - tepat saat mereka mencoba menyakitimu. pesan marcus aurelius."
cape,"dalam meditations, marcus aurelius menulis: terimalah tanpa kesombongan, lepaskan tanpa perjuangan"
cape,"kata-kata bijak marcus aurelius: terimalah tanpa kesombongan, lepaskan tanpa perjuangan — marcus aurelius"
marah,"dalam meditations, marcus aurelius menulis: hiduplah dengan kebenaran dan keadilan, toleran terhadap mereka yang tidak benar atau tidak adil"
takut,"marcus aurelius mengingatkan: renungkan: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup"
netral,"pikiran yang terbebas dari gairah adalah benteng yang tidak dapat ditembus - seseorang tidak memiliki tempat perlindungan yang lebih aman selamanya. pesan marcus aurelius. — marcus aurelius, meditations"
senang,seperti kata marcus aurelius: kebahagiaan hidupmu bergantung pada kualitas pikiranmu. demikian pesan sang filsuf.
senang,"berikut adalah aturan untuk diingat di masa depan, ketika sesuatu merayu kamu untuk merasa pahit: bukan 'ini adalah kemalangan,' tetapi 'menanggung ini dengan baik adalah keberuntungan baik.' — marcus aurelius"
takut,"bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup — filsuf stoa. pesan marcus aurelius."
kaget,kata marcus aurelius: takut akan perubahan? tetapi apa yang bisa ada tanpa itu? apa yang lebih dekat dengan hati alam? bisakah kamu mandi air panas dan meninggalkan kayu bakar seperti itu? makan makanan tanpa mengubahnya? dapatkah proses penting terjadi tanpa sesuatu yang berubah? tidak bisa kamu lihat? itu sama saja dengan kamu - dan sama pentingnya bagi alam
